tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,contract_type,payment_method,internet_service,has_streaming,has_security_pack,num_products,region,customer_age,is_promo,churn
40,67.05,2744.26,0,1,131.14,mensual,debito,fibra,0,1,4,centro,39,0,0
23,84.42,2043.08,2,0,92.34,anual,credito,cable,1,0,2,norte,71,1,0
8,43.44,420.97,0,2,171.77,mensual,credito,movil,1,1,1,norte,68,0,0
48,76.5,3783.53,1,3,171.46,anual,debito,fibra,0,0,2,centro,68,1,1
49,70.97,3473.72,2,0,114.34,mensual,debito,fibra,0,1,2,norte,73,1,1
9,78.5,694.33,1,1,191.96,mensual,debito,movil,1,0,2,centro,49,0,1
21,80.7,1912.61,3,0,158.01,anual,debito,cable,1,0,1,centro,25,0,0
18,52.5,1181.69,3,0,189.63,anual,efectivo,movil,1,0,4,centro,31,1,1
48,35.89,1896.29,1,0,117.84,anual,transferencia,movil,1,0,3,centro,49,1,1
53,55.4,3002.11,1,1,167.59,anual,debito,movil,1,0,2,centro,30,1,0
53,81.0,4223.88,3,0,81.59,anual,credito,cable,0,0,4,centro,72,0,0
68,55.24,3772.71,0,0,76.52,mensual,debito,fibra,1,1,4,oeste,44,0,1
56,52.51,2925.05,4,1,228.99,anual,debito,movil,0,0,1,centro,51,1,1
24,32.22,905.37,1,0,65.71,mensual,efectivo,movil,1,1,1,sur,24,0,1
8,96.55,819.25,2,3,98.19,anual,debito,cable,1,0,3,centro,26,0,0
45,79.86,3663.75,1,1,25.1,anual,transferencia,movil,1,0,4,sur,66,1,0
66,78.86,5200.76,1,1,77.71,mensual,transferencia,fibra,0,1,4,norte,66,0,0
71,82.42,5552.48,1,2,70.29,mensual,transferencia,fibra,1,0,4,centro,54,1,0
17,75.38,1438.95,0,0,86.49,anual,credito,fibra,1,1,1,oeste,30,0,0
18,60.6,1083.07,2,0,134.99,mensual,debito,cable,0,0,1,centro,46,0,0
3,62.05,302.32,3,1,147.05,anual,transferencia,fibra,1,0,2,centro,48,1,0
11,57.3,589.72,4,1,69.66,bianual,transferencia,fibra,1,1,3,centro,33,0,0
40,112.43,4691.87,1,1,80.52,mensual,credito,cable,1,1,1,centro,77,1,0
40,75.01,2936.22,2,1,174.18,anual,debito,fibra,1,1,1,sur,44,1,0
27,56.65,1521.02,2,1,205.26,bianual,debito,cable,1,0,2,norte,72,0,0
23,73.38,1689.66,2,1,182.8,mensual,debito,fibra,0,1,3,norte,49,1,0
60,46.8,2627.0,2,0,37.68,mensual,debito,fibra,1,1,4,oeste,55,0,0
34,92.08,3179.97,5,1,179.47,anual,credito,cable,1,0,4,sur,77,0,0
59,53.1,3232.19,2,3,212.68,anual,transferencia,fibra,0,0,2,centro,27,0,0
70,74.02,5231.77,1,0,35.2,anual,credito,fibra,1,1,2,centro,53,0,0
23,84.19,2214.46,0,1,174.14,anual,credito,fibra,1,0,4,norte,41,1,0
15,71.93,972.02,2,1,131.26,anual,transferencia,ninguno,0,0,1,norte,29,1,0
69,66.7,4395.34,0,0,103.64,mensual,credito,fibra,0,0,4,oeste,32,1,1
46,65.19,2855.79,2,1,125.31,mensual,credito,fibra,1,0,1,sur,29,0,1
21,63.98,1353.67,2,0,142.16,anual,transferencia,movil,1,0,2,sur,59,0,0
45,54.62,2601.77,1,0,177.88,mensual,debito,fibra,0,0,1,norte,56,1,0
38,56.91,2183.52,2,3,175.3,bianual,efectivo,cable,1,0,2,norte,64,0,0
66,91.63,5988.39,3,0,44.65,mensual,debito,movil,0,0,1,centro,67,1,1
19,63.05,1377.6,2,0,87.57,mensual,credito,fibra,1,1,3,oeste,56,0,1
72,50.86,3648.04,3,0,124.68,anual,credito,ninguno,1,1,2,sur,37,0,0
68,55.71,3623.43,1,0,198.61,mensual,credito,cable,0,1,3,sur,55,0,1
14,84.81,1307.19,1,0,5.0,mensual,credito,movil,1,0,3,centro,55,0,1
12,77.16,1003.33,0,0,89.46,bianual,debito,movil,0,0,3,norte,37,0,0
39,75.09,2957.02,2,1,43.61,anual,transferencia,movil,1,1,3,sur,71,0,1
4,60.36,436.03,0,1,51.53,mensual,credito,fibra,1,1,2,centro,45,0,1
22,75.32,1644.52,3,1,169.29,mensual,credito,cable,0,1,3,centro,47,0,0
32,53.42,1743.03,3,2,93.41,anual,transferencia,fibra,1,1,4,oeste,77,0,0
70,60.33,4106.01,2,0,5.0,mensual,credito,cable,1,0,1,centro,46,0,0
72,82.46,5852.66,2,2,112.08,mensual,transferencia,movil,1,0,1,sur,73,0,1
11,80.74,831.28,3,0,221.79,mensual,debito,fibra,1,0,4,centro,39,1,1
65,47.33,3159.62,1,2,29.67,anual,debito,cable,1,0,3,norte,61,0,0
7,49.6,266.07,1,0,146.65,mensual,debito,cable,0,1,3,norte,76,0,1
54,66.96,3604.25,2,2,198.39,anual,efectivo,fibra,1,0,1,sur,70,1,1
61,96.07,5833.52,2,0,117.53,mensual,transferencia,cable,1,1,2,norte,28,0,0
65,30.52,1977.48,1,1,216.4,anual,transferencia,fibra,1,1,3,centro,61,0,0
17,70.01,1098.45,2,1,87.01,mensual,credito,cable,1,1,4,sur,30,0,0
65,40.23,2590.11,2,0,192.3,mensual,debito,fibra,0,1,1,oeste,56,0,0
9,53.58,343.91,2,1,180.5,anual,credito,movil,1,0,3,norte,63,0,0
38,58.44,2215.96,1,1,118.37,mensual,credito,fibra,1,0,1,centro,64,1,0
34,57.43,1949.24,1,0,45.64,bianual,debito,cable,1,1,4,centro,70,0,0
23,55.39,1282.68,2,1,69.91,anual,credito,cable,1,0,1,oeste,33,0,0
2,65.13,197.39,3,2,5.0,mensual,transferencia,fibra,1,1,3,centro,27,1,1
56,55.37,3317.82,3,1,149.71,anual,debito,cable,1,0,4,centro,76,0,0
25,38.68,767.95,1,1,143.72,bianual,transferencia,movil,1,1,2,sur,57,1,0
48,79.04,3749.41,2,1,123.96,mensual,credito,fibra,1,0,1,norte,44,0,0
30,78.55,2246.93,0,1,113.86,mensual,debito,cable,1,1,3,sur,44,1,0
27,80.18,2202.26,5,0,187.88,anual,debito,fibra,1,1,2,centro,20,1,0
64,37.27,2470.23,3,0,134.89,mensual,credito,cable,1,0,3,sur,78,1,0
7,70.38,347.07,0,0,92.27,anual,transferencia,movil,1,1,2,norte,29,0,0
54,77.17,4205.36,2,0,127.36,mensual,credito,cable,0,1,2,norte,60,0,0
54,46.44,2611.61,2,0,222.38,anual,debito,fibra,1,0,1,centro,58,0,0
28,65.17,1875.76,0,1,151.11,mensual,debito,fibra,0,1,2,sur,76,0,0
19,62.91,1154.77,0,0,100.5,mensual,transferencia,cable,1,1,4,centro,58,0,0
1,98.16,179.28,2,2,117.78,bianual,credito,fibra,1,0,4,centro,74,0,1
68,99.64,6744.92,1,0,143.17,mensual,credito,cable,1,0,1,oeste,51,0,1
69,35.04,2526.42,0,0,98.95,mensual,debito,cable,1,1,1,oeste,50,0,0
18,109.89,2020.33,1,1,94.52,anual,transferencia,movil,1,1,4,norte,48,1,1
3,48.53,122.99,1,2,119.43,mensual,debito,fibra,0,1,4,norte,74,0,1
9,82.65,592.9,2,2,195.95,mensual,debito,cable,1,0,1,sur,56,1,0
5,82.47,414.41,0,2,159.55,anual,credito,fibra,0,1,2,oeste,73,0,0
60,47.08,2696.2,0,0,99.52,bianual,transferencia,fibra,0,0,2,norte,62,1,0
65,73.88,4671.76,2,0,163.45,mensual,efectivo,cable,0,0,4,sur,51,0,1
12,63.06,714.96,2,0,120.43,bianual,efectivo,cable,1,0,4,norte,30,0,0
54,74.98,4039.79,0,2,137.23,anual,credito,cable,1,0,4,centro,57,1,1
13,69.15,755.62,1,0,132.68,mensual,credito,movil,1,1,1,norte,30,0,0
27,86.53,2316.48,1,0,14.49,anual,credito,fibra,1,1,3,centro,62,0,0
44,66.36,2891.31,4,2,5.0,mensual,credito,fibra,0,1,4,centro,20,1,1
52,61.98,3150.98,3,0,131.33,anual,debito,fibra,0,0,2,oeste,43,0,0
63,84.73,5307.19,1,3,77.36,anual,transferencia,fibra,0,0,2,oeste,54,1,1
4,75.45,379.16,2,0,38.04,mensual,efectivo,fibra,1,1,2,centro,40,0,1
15,78.17,1126.03,2,1,78.9,mensual,debito,cable,0,1,2,sur,40,0,0
21,53.04,1183.61,2,2,166.23,mensual,debito,cable,1,0,2,norte,21,1,1
23,46.19,1052.8,0,1,137.89,mensual,debito,fibra,1,1,1,norte,75,0,1
72,54.78,4066.38,1,1,158.59,bianual,credito,cable,1,0,4,centro,20,1,0
56,53.83,3111.89,2,1,142.65,anual,credito,fibra,1,0,1,norte,38,1,0
24,79.15,1874.1,4,2,74.06,anual,credito,fibra,0,1,1,sur,72,0,0
70,82.57,5698.2,3,2,158.83,mensual,credito,cable,1,0,4,norte,52,0,0
36,62.21,2297.76,1,0,149.29,mensual,transferencia,movil,0,0,1,norte,47,0,1
37,90.76,3295.17,0,2,114.13,anual,debito,movil,1,1,1,sur,39,1,0
32,89.63,2680.09,1,0,122.94,mensual,transferencia,fibra,1,0,3,sur,21,0,1
11,69.38,851.44,1,2,159.62,mensual,transferencia,fibra,0,1,2,norte,39,0,0
68,50.21,3340.81,1,1,82.53,mensual,credito,cable,0,0,3,oeste,50,0,1
2,93.36,50.0,1,1,174.39,bianual,debito,movil,0,1,2,centro,40,1,1
13,63.9,821.53,3,0,148.25,anual,efectivo,fibra,0,0,1,sur,46,0,0
17,67.27,1255.92,0,2,120.11,mensual,credito,fibra,0,1,2,oeste,55,0,1
21,58.89,1165.93,4,3,196.56,bianual,debito,ninguno,0,0,2,centro,45,0,0
10,48.98,448.04,3,0,55.28,anual,debito,fibra,0,1,2,sur,40,0,0
2,38.56,136.96,1,2,96.99,anual,efectivo,ninguno,0,1,3,centro,70,0,0
49,76.39,3688.51,2,0,85.89,mensual,debito,cable,1,0,1,sur,27,0,1
70,50.9,3550.54,1,0,137.9,mensual,credito,cable,0,1,3,centro,50,0,0
9,120.07,1188.04,2,0,179.12,mensual,transferencia,fibra,1,0,1,norte,28,0,1
22,45.45,1081.2,4,1,70.85,anual,credito,movil,1,0,3,sur,26,0,1
37,42.37,1594.84,2,1,285.27,anual,credito,fibra,1,0,3,centro,50,1,0
67,74.18,4770.02,0,0,86.86,mensual,debito,fibra,0,1,1,oeste,20,0,0
50,92.53,4696.59,1,1,138.03,mensual,credito,fibra,1,0,3,centro,44,0,1
56,66.16,3657.54,1,0,120.13,mensual,debito,fibra,0,1,4,oeste,35,1,0
42,75.3,3221.36,1,0,122.31,bianual,debito,cable,0,1,4,sur,71,1,0
31,31.82,804.4,1,1,80.38,mensual,debito,fibra,1,0,4,oeste,30,0,0
15,52.8,904.53,8,1,173.38,anual,credito,cable,0,0,3,norte,20,1,1
63,45.67,2776.35,5,0,77.3,bianual,debito,cable,1,1,4,norte,22,0,0
58,30.89,1843.34,6,2,31.55,anual,credito,cable,1,0,2,centro,34,0,0
2,67.11,246.21,1,0,63.9,mensual,debito,cable,1,0,2,norte,19,1,0
52,24.63,1327.65,1,0,192.27,anual,credito,fibra,1,0,1,norte,60,0,0
7,41.2,334.74,2,0,182.52,bianual,debito,movil,1,0,2,centro,20,1,0
54,55.33,2998.41,2,1,19.64,anual,credito,fibra,0,1,3,sur,59,1,0
60,50.04,2856.03,1,0,160.69,mensual,transferencia,cable,1,0,4,oeste,32,0,0
10,72.14,880.45,0,1,20.9,mensual,debito,movil,1,1,2,oeste,22,0,1
32,70.5,2387.46,0,0,118.64,mensual,transferencia,movil,1,1,3,oeste,41,1,1
9,81.09,683.9,4,0,59.61,mensual,credito,fibra,1,1,4,centro,33,1,0
41,78.54,2808.79,3,1,164.54,anual,debito,fibra,0,1,1,sur,49,1,0
67,85.53,5851.31,0,0,147.73,mensual,debito,movil,1,0,1,oeste,31,0,0
6,64.97,171.33,2,0,168.98,anual,debito,movil,0,0,3,sur,74,0,0
29,70.46,2107.2,3,1,105.24,anual,transferencia,cable,1,0,3,sur,76,0,0
71,74.21,5181.48,1,1,110.43,mensual,debito,fibra,0,1,1,centro,39,0,0
22,67.55,1543.73,2,1,45.04,mensual,efectivo,fibra,1,1,3,centro,74,1,0
10,57.85,457.62,1,2,68.48,mensual,transferencia,ninguno,1,0,2,norte,77,0,1
36,59.02,2125.39,1,0,167.43,mensual,credito,fibra,1,1,2,norte,77,1,1
37,50.28,1655.6,3,1,138.36,bianual,efectivo,movil,1,0,2,norte,37,0,0
48,72.59,3486.15,1,0,125.22,mensual,debito,fibra,1,1,2,norte,26,1,0
23,63.31,1455.6,3,1,183.11,mensual,transferencia,movil,1,0,3,sur,57,0,1
69,53.06,3747.3,4,0,54.99,mensual,debito,fibra,1,0,1,oeste,60,0,0
38,53.08,1959.64,1,1,156.01,anual,credito,fibra,0,1,4,centro,47,0,0
21,43.21,941.37,0,1,61.04,anual,debito,fibra,1,1,2,norte,49,1,1
70,82.62,5735.81,2,1,193.89,bianual,transferencia,movil,1,1,4,norte,40,1,0
67,66.42,4504.57,3,1,147.22,mensual,credito,cable,0,0,1,oeste,63,0,1
36,49.47,1827.85,1,0,168.23,mensual,credito,cable,0,1,2,centro,68,1,1
2,79.55,264.66,1,1,84.92,anual,efectivo,ninguno,0,0,2,centro,30,0,0
43,54.91,2220.41,1,1,229.1,mensual,debito,fibra,0,0,1,oeste,71,0,0
40,39.68,1576.23,1,0,219.93,mensual,efectivo,movil,1,1,1,oeste,19,1,1
11,83.38,951.24,3,0,141.52,bianual,credito,fibra,1,0,1,norte,58,0,0
46,55.33,2763.5,2,0,178.76,anual,transferencia,fibra,0,1,4,centro,24,0,0
61,57.64,3753.96,1,0,104.91,mensual,credito,cable,1,0,1,centro,30,0,1
8,65.74,362.79,2,0,56.58,bianual,transferencia,ninguno,0,1,3,oeste,48,0,0
53,85.57,4461.43,1,0,159.79,mensual,efectivo,cable,1,0,1,centro,33,1,1
11,65.36,419.1,1,2,74.03,mensual,credito,fibra,1,0,4,centro,77,1,1
54,43.42,2608.23,4,0,185.51,mensual,transferencia,ninguno,0,0,1,sur,62,1,1
31,74.79,2356.6,1,0,172.39,mensual,efectivo,movil,0,1,4,sur,20,1,1
1,56.27,125.95,3,0,131.76,mensual,transferencia,movil,1,1,2,centro,37,0,1
70,98.98,6890.66,2,0,128.96,anual,efectivo,cable,1,0,3,norte,53,1,0
12,64.98,779.3,0,0,169.46,bianual,transferencia,fibra,1,0,2,centro,27,0,0
43,24.77,1200.63,3,2,133.73,anual,debito,fibra,1,1,3,centro,30,0,0
14,71.43,874.48,0,0,99.78,bianual,transferencia,cable,1,0,1,oeste,20,1,0
68,100.0,6664.51,2,0,44.27,mensual,credito,fibra,1,0,2,centro,22,0,0
54,93.37,5013.1,0,0,167.94,mensual,debito,cable,1,0,1,centro,76,0,0
58,97.96,5682.87,0,1,138.32,mensual,debito,cable,0,0,4,centro,56,1,1
32,46.64,1559.13,3,0,257.78,mensual,debito,cable,1,1,4,oeste,35,1,1
34,81.42,2770.64,2,0,115.2,mensual,transferencia,movil,1,0,3,sur,40,0,0
46,52.0,2290.61,1,1,135.1,mensual,transferencia,fibra,0,0,3,centro,50,0,0
57,69.04,3889.59,2,1,136.28,bianual,transferencia,fibra,1,0,3,oeste,63,1,0
61,42.09,2588.73,2,0,152.54,mensual,debito,fibra,1,0,2,norte,35,1,0
2,53.4,186.07,0,0,71.66,anual,debito,fibra,0,1,2,centro,40,0,1
48,52.83,2655.77,1,1,116.14,mensual,debito,fibra,1,1,4,norte,48,0,0
8,81.17,616.41,2,0,161.38,mensual,transferencia,fibra,1,1,3,sur,24,1,1
21,79.41,1582.71,1,0,103.36,anual,transferencia,fibra,0,1,1,oeste,30,1,0
60,69.98,4091.03,1,0,159.51,mensual,transferencia,fibra,1,1,3,norte,62,0,0
19,40.69,913.13,3,0,124.84,mensual,debito,ninguno,1,1,2,norte,68,1,0
58,59.39,3392.27,1,1,140.09,anual,transferencia,fibra,1,0,1,sur,57,1,0
34,51.57,1661.74,1,2,177.56,anual,credito,fibra,0,0,4,centro,74,0,0
17,80.65,1391.11,0,1,108.63,mensual,efectivo,movil,1,1,3,norte,73,0,0
25,86.21,2348.97,4,0,47.41,mensual,transferencia,fibra,1,0,2,centro,57,1,0
39,84.01,3165.47,4,1,106.68,mensual,credito,cable,1,1,2,centro,60,1,1
56,51.41,2949.91,1,0,78.72,mensual,transferencia,movil,0,1,1,centro,38,1,0
44,15.69,635.76,2,1,13.71,bianual,debito,cable,1,1,3,oeste,18,1,0
68,33.19,2270.25,0,0,114.67,mensual,transferencia,fibra,0,1,4,centro,34,0,0
63,90.59,5804.51,1,1,129.95,mensual,transferencia,fibra,1,1,3,norte,68,1,0
55,57.78,3323.82,6,0,171.04,anual,transferencia,ninguno,0,1,1,oeste,63,1,0
44,51.49,2202.01,1,0,63.03,anual,debito,movil,1,0,3,centro,51,0,1
21,94.57,2076.02,0,3,124.43,mensual,transferencia,movil,1,0,2,oeste,52,0,0
30,87.77,2661.59,1,0,176.4,anual,debito,fibra,1,1,3,oeste,18,1,0
9,65.44,637.29,2,0,91.27,anual,transferencia,fibra,0,0,2,norte,29,0,0
27,59.72,1760.72,3,1,146.81,mensual,efectivo,cable,1,1,2,sur,66,0,0
67,62.62,4110.27,4,1,199.89,mensual,debito,fibra,1,0,2,centro,74,0,1
31,69.09,2234.77,4,1,26.88,bianual,credito,ninguno,1,1,3,norte,65,0,0
9,93.8,863.02,4,0,133.63,mensual,credito,ninguno,1,1,4,sur,30,0,1
47,72.6,3554.26,0,0,178.14,mensual,transferencia,fibra,1,0,4,oeste,78,1,1
70,78.07,5514.11,2,2,102.46,anual,debito,fibra,1,1,1,centro,48,1,0
63,86.05,5403.02,2,1,189.34,mensual,efectivo,fibra,0,1,1,sur,47,1,1
20,43.95,983.55,2,0,151.71,mensual,efectivo,cable,1,1,4,norte,43,0,1
33,78.59,2525.33,0,0,208.47,mensual,transferencia,fibra,0,0,4,centro,65,0,1
39,59.7,2280.25,0,0,149.12,mensual,credito,cable,0,0,2,oeste,60,1,1
18,19.71,264.64,0,1,212.63,anual,credito,cable,1,1,1,oeste,61,0,0
20,26.69,458.59,2,0,135.0,mensual,debito,fibra,1,1,1,norte,18,0,0
18,46.67,511.84,0,0,51.61,mensual,transferencia,fibra,0,0,2,norte,48,0,0
72,74.56,5307.04,1,3,88.45,anual,debito,fibra,1,1,2,oeste,26,1,1
54,67.05,3611.88,2,0,170.92,anual,debito,cable,0,0,1,oeste,28,1,0
61,68.32,4258.76,7,0,169.93,mensual,debito,movil,0,1,4,norte,62,1,1
59,100.12,5796.57,5,1,104.47,mensual,transferencia,fibra,1,0,4,norte,45,1,0
70,42.16,2891.14,2,3,210.22,mensual,credito,movil,0,1,3,centro,73,0,0
8,64.51,494.92,2,0,102.3,bianual,transferencia,fibra,0,0,1,sur,27,1,0
64,70.48,4602.58,2,0,143.1,mensual,debito,cable,0,0,1,centro,75,0,1
5,51.75,280.34,1,0,141.71,mensual,credito,fibra,1,1,3,norte,36,1,0
35,65.51,2337.79,2,0,53.48,anual,credito,fibra,0,0,2,centro,57,0,0
43,36.2,1662.46,1,1,114.48,anual,credito,fibra,0,0,2,sur,71,0,0
26,90.38,2410.23,1,2,239.02,bianual,debito,movil,1,1,4,norte,26,1,0
11,52.73,507.69,1,0,73.89,mensual,credito,fibra,1,0,2,sur,33,0,1
14,101.57,1627.23,0,0,151.26,bianual,credito,fibra,0,1,4,norte,36,0,0
60,64.42,3636.98,2,0,62.28,mensual,efectivo,cable,1,1,4,centro,68,1,0
23,83.5,2028.3,2,2,73.37,anual,credito,cable,1,0,3,norte,74,0,1
23,64.04,1525.72,0,0,49.29,mensual,debito,fibra,1,0,2,norte,19,1,1
67,64.45,4467.46,1,3,167.05,bianual,debito,fibra,0,1,4,centro,66,0,0
11,54.49,571.41,2,1,76.43,bianual,debito,cable,0,0,1,centro,47,0,0
66,67.14,4371.68,2,1,183.37,anual,debito,fibra,0,0,4,centro,60,0,1
67,70.72,4606.0,2,0,93.43,anual,transferencia,fibra,1,1,2,sur,63,1,0
44,50.88,2111.1,2,0,126.4,mensual,transferencia,fibra,1,1,4,oeste,58,1,0
12,62.75,732.96,2,0,140.57,mensual,debito,cable,1,0,2,oeste,70,0,1
12,54.02,547.19,2,0,39.16,mensual,transferencia,ninguno,1,0,3,sur,31,0,1
21,106.39,2148.82,2,0,130.18,anual,debito,movil,1,1,3,centro,19,1,0
42,63.38,2534.73,0,2,137.49,mensual,transferencia,movil,1,1,2,centro,49,1,1
12,92.81,1237.79,3,1,177.0,mensual,debito,cable,0,0,1,oeste,66,0,0
33,61.48,1942.13,5,1,72.02,mensual,credito,fibra,1,1,2,oeste,31,1,0
9,69.67,675.24,1,0,79.15,anual,transferencia,ninguno,1,1,3,sur,72,1,0
39,41.22,1592.44,1,2,152.98,mensual,debito,fibra,1,0,4,sur,25,1,1
2,56.95,155.54,2,1,190.62,mensual,debito,movil,0,1,2,oeste,27,0,1
52,68.79,3545.6,0,2,90.37,mensual,transferencia,fibra,1,1,4,sur,71,0,1
4,93.55,467.19,3,1,58.24,mensual,transferencia,cable,0,1,4,centro,21,0,1
15,69.0,1108.63,0,0,104.16,mensual,efectivo,ninguno,1,1,1,norte,77,0,1
13,89.91,1313.96,2,2,69.33,mensual,credito,movil,1,0,2,sur,30,0,1
60,76.53,4512.5,1,1,139.89,anual,debito,movil,1,1,3,norte,27,0,0
4,94.29,275.55,1,0,66.01,mensual,credito,movil,1,0,1,norte,32,0,1
31,63.94,1935.48,1,1,168.65,bianual,transferencia,cable,0,0,2,sur,68,1,0
43,108.02,4658.47,0,0,130.63,mensual,debito,fibra,1,1,4,centro,29,0,0
38,56.26,2201.11,1,2,170.2,mensual,debito,cable,1,1,4,centro,55,0,1
50,51.2,2484.79,4,2,5.0,bianual,transferencia,fibra,1,0,1,centro,54,0,0
58,43.22,2530.75,0,0,32.09,bianual,transferencia,cable,1,0,3,oeste,58,0,0
29,106.96,3079.92,1,0,184.63,mensual,credito,fibra,0,1,2,norte,33,0,0
60,79.75,4753.06,3,0,84.02,mensual,transferencia,movil,0,1,4,centro,66,1,1
23,58.99,1355.72,2,0,46.68,mensual,debito,movil,1,1,4,norte,61,0,1
71,87.48,6391.2,0,0,109.87,anual,credito,fibra,1,0,4,sur,57,1,0
37,77.38,2957.93,0,1,132.12,mensual,transferencia,cable,1,0,4,sur,49,0,0
53,100.39,5446.56,1,1,112.1,mensual,debito,movil,0,1,3,oeste,47,0,0
64,37.14,2420.45,1,0,143.4,mensual,debito,movil,0,1,1,norte,45,1,0
58,60.22,3704.1,0,0,136.63,mensual,credito,fibra,0,1,1,sur,71,0,0
62,56.67,3620.32,4,0,134.01,bianual,debito,cable,1,1,4,norte,70,0,0
39,29.47,978.27,0,0,187.42,mensual,transferencia,fibra,1,0,3,sur,32,0,0
4,84.09,423.67,1,1,119.29,bianual,efectivo,movil,0,0,4,sur,54,0,0
36,60.13,2205.29,5,1,117.82,mensual,credito,movil,0,0,2,norte,62,0,1
14,78.31,1171.0,3,1,160.14,bianual,transferencia,fibra,1,1,4,centro,34,1,0
65,107.48,6806.2,1,1,147.63,anual,efectivo,fibra,1,1,1,centro,29,0,1
18,58.64,879.88,1,1,74.86,mensual,transferencia,fibra,1,1,4,centro,23,1,1
17,57.42,964.73,1,1,115.39,mensual,transferencia,fibra,1,1,2,oeste,27,0,1
18,67.14,997.82,1,1,141.91,mensual,debito,fibra,0,0,1,oeste,50,0,1
47,82.77,3974.59,0,2,90.66,anual,transferencia,movil,1,1,4,norte,46,0,0
42,54.8,2319.34,2,1,93.04,mensual,debito,fibra,1,1,4,sur,63,0,1
69,53.64,3934.89,0,0,50.43,anual,debito,cable,1,0,4,oeste,67,1,0
30,84.03,2565.85,3,0,5.0,bianual,credito,movil,1,0,1,centro,59,0,0
21,71.82,1591.48,3,0,101.3,mensual,debito,cable,1,1,2,sur,45,1,1
4,28.19,182.24,0,0,126.36,anual,debito,fibra,1,0,2,sur,67,0,0
1,42.94,52.36,0,1,65.23,bianual,credito,movil,0,1,2,oeste,72,0,0
27,92.02,2498.65,4,1,188.89,anual,debito,cable,1,0,2,oeste,65,1,0
67,72.23,4832.64,2,1,67.66,mensual,efectivo,fibra,0,0,1,sur,57,0,1
38,51.28,1662.25,1,0,165.63,mensual,efectivo,fibra,0,1,2,sur,49,0,0
65,61.93,4160.12,5,3,140.93,mensual,transferencia,movil,1,0,1,centro,35,1,1
8,65.24,657.78,3,3,228.82,mensual,debito,fibra,1,0,1,norte,34,0,1
7,78.24,651.34,1,0,146.99,mensual,credito,fibra,0,0,3,oeste,73,1,1
61,40.55,2484.2,3,0,47.69,bianual,debito,fibra,0,0,1,norte,68,1,0
8,49.86,382.67,1,1,172.72,mensual,credito,movil,1,0,3,centro,71,0,1
4,69.91,143.51,1,0,204.88,mensual,debito,cable,1,1,4,centro,44,0,1
30,63.2,1745.75,2,2,31.39,mensual,credito,movil,1,0,4,oeste,64,1,1
67,75.29,4973.15,2,1,151.96,bianual,debito,fibra,0,0,3,centro,26,1,0
50,42.87,2167.89,3,1,163.02,mensual,efectivo,movil,1,0,4,centro,72,1,1
8,71.43,616.26,1,0,109.36,mensual,debito,fibra,1,1,2,centro,72,1,0
61,84.65,5101.85,2,0,5.0,mensual,credito,ninguno,0,0,4,oeste,55,1,0
61,73.76,4342.92,1,0,105.2,mensual,debito,cable,1,1,4,norte,30,0,0
58,67.5,3835.01,2,1,90.95,mensual,credito,cable,0,1,4,centro,66,0,0
65,63.27,4098.24,5,0,196.49,anual,efectivo,movil,0,0,4,centro,28,0,1
18,49.97,712.06,4,0,115.57,anual,debito,ninguno,1,0,3,oeste,21,0,0
71,63.7,4544.66,1,0,99.38,mensual,debito,fibra,1,1,1,sur,29,0,0
24,87.67,2297.53,4,0,90.67,mensual,debito,fibra,1,0,1,oeste,46,0,0
58,62.86,3549.49,0,2,136.29,anual,credito,cable,1,1,2,centro,30,0,1
42,48.98,2311.47,1,0,122.84,mensual,credito,fibra,1,1,2,sur,59,0,0
57,56.14,3115.43,3,3,80.5,bianual,transferencia,fibra,1,1,4,oeste,34,0,0
46,68.62,3129.77,3,1,133.2,mensual,transferencia,fibra,1,0,1,norte,65,0,0
47,58.28,2797.15,0,1,92.14,mensual,debito,cable,0,0,3,oeste,52,1,1
45,73.74,3312.74,1,1,5.0,anual,efectivo,cable,0,0,4,centro,56,1,0
57,74.41,4037.93,2,1,153.4,mensual,transferencia,fibra,1,0,2,centro,30,1,0
54,81.0,4404.03,2,1,148.66,mensual,credito,cable,0,1,3,oeste,54,0,0
10,90.62,915.53,1,1,129.99,mensual,debito,fibra,1,1,1,oeste,70,0,1
60,82.93,4944.26,3,2,97.88,bianual,transferencia,ninguno,1,1,2,oeste,52,1,0
39,48.18,1887.62,1,0,116.4,mensual,credito,fibra,1,1,4,centro,44,0,0
24,48.74,1222.83,1,0,160.96,mensual,credito,movil,1,0,3,centro,53,0,0
38,63.64,2311.91,1,0,88.41,mensual,debito,ninguno,1,1,3,centro,46,1,1
70,56.88,4045.91,4,1,162.98,mensual,credito,cable,0,1,4,sur,18,0,1
62,44.51,2686.5,2,0,46.26,mensual,credito,cable,0,1,4,sur,60,1,0
61,57.05,3664.29,2,0,128.41,anual,debito,fibra,1,1,2,oeste,48,0,0
34,56.46,2044.46,1,0,121.29,bianual,efectivo,fibra,1,0,3,centro,21,0,0
57,52.91,2896.28,0,0,170.13,bianual,debito,fibra,1,1,3,norte,71,0,0
28,59.32,1808.56,2,1,74.05,mensual,debito,cable,1,1,2,oeste,37,0,1
50,86.21,4359.39,2,2,79.51,mensual,credito,ninguno,1,1,1,centro,65,0,0
47,68.59,3287.35,3,2,50.28,mensual,transferencia,fibra,0,0,4,oeste,59,0,0
